db,policy_set,policy_ids,query_id,baseline,status,error_type,error_msg,setup_ms,hot_ms,peak_rss_kb,parallelism_off_verified
tpch0_1,S_C,"11,12,13,14,15",22,rls_index,1,,,1905.267,90.752,108852,true
tpch0_1,S_C,"11,12,13,14,15",1,ours,1,,,821.117,181.200,107648,true
tpch0_1,S_C,"11,12,13,14,15",3,ours,1,,,821.117,181.351,108916,true
tpch0_1,S_C,"11,12,13,14,15",6,ours,1,,,821.117,181.200,106776,true
tpch0_1,S_C,"11,12,13,14,15",10,ours,1,,,821.117,181.392,111360,true
tpch0_1,S_C,"11,12,13,14,15",11,ours,1,,,821.117,30.746,65340,true
tpch0_1,S_C,"11,12,13,14,15",13,ours,1,,,821.117,60.717,56072,true
tpch0_1,S_C,"11,12,13,14,15",22,ours,1,,,821.117,60.712,56092,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",1,rls_index,1,,,3977.280,3102.852,152096,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",3,rls_index,1,,,3977.280,150.900,130848,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",6,rls_index,1,,,3977.280,1807.464,152988,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",10,rls_index,1,,,3977.280,361.772,140308,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",11,rls_index,1,,,3977.280,30.463,24200,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",13,rls_index,1,,,3977.280,602.537,107220,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",22,rls_index,1,,,3977.280,90.607,105760,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",1,ours,1,,,1578.882,633.463,174020,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",3,ours,1,,,1578.882,633.303,175288,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",6,ours,1,,,1578.882,633.354,174348,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",10,ours,1,,,1578.882,603.159,173760,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",11,ours,1,,,1578.882,63.814,64228,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",13,ours,1,,,1578.882,60.948,59696,true
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",22,ours,1,,,1578.882,60.947,60144,true
tpch0_1,S_E,"21,22,23,24,25",1,rls_index,1,,,3394.422,482.221,143728,true
tpch0_1,S_E,"21,22,23,24,25",3,rls_index,1,,,3394.422,150.960,148672,true
tpch0_1,S_E,"21,22,23,24,25",6,rls_index,1,,,3394.422,150.840,144460,true
tpch0_1,S_E,"21,22,23,24,25",10,rls_index,1,,,3394.422,94.962,153856,true
tpch0_1,S_E,"21,22,23,24,25",11,rls_index,1,,,3394.422,30.505,23680,true
tpch0_1,S_E,"21,22,23,24,25",13,rls_index,1,,,3394.422,90.575,81292,true
tpch0_1,S_E,"21,22,23,24,25",22,rls_index,1,,,3394.422,30.512,79524,true
tpch0_1,S_E,"21,22,23,24,25",1,ours,1,,,867.528,753.320,180464,true
tpch0_1,S_E,"21,22,23,24,25",3,ours,1,,,867.528,331.858,186376,true
tpch0_1,S_E,"21,22,23,24,25",6,ours,1,,,867.528,181.166,181828,true
tpch0_1,S_E,"21,22,23,24,25",10,ours,1,,,867.528,242.200,187552,true
tpch0_1,S_E,"21,22,23,24,25",11,ours,1,,,867.528,90.782,54840,true
tpch0_1,S_E,"21,22,23,24,25",13,ours,1,,,867.528,90.729,86008,true
tpch0_1,S_E,"21,22,23,24,25",22,ours,1,,,867.528,30.606,84276,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",1,rls_index,1,,,4932.892,1717.189,155724,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",3,rls_index,1,,,4932.892,30.442,66860,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",6,rls_index,1,,,4932.892,1205.121,150044,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",10,rls_index,1,,,4932.892,30.515,66708,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",11,rls_index,1,,,4932.892,30.387,23492,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",13,rls_index,1,,,4932.892,30.388,71320,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",22,rls_index,1,,,4932.892,30.392,40164,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",1,ours,1,,,2378.935,1295.806,325612,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",3,ours,1,,,2378.935,844.065,317776,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",6,ours,1,,,2378.935,663.261,289980,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",10,ours,1,,,2378.935,785.651,314608,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",11,ours,1,,,2378.935,271.709,131964,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",13,ours,1,,,2378.935,120.935,90148,true
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",22,ours,1,,,2378.935,90.816,89360,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",1,rls_index,1,,,4978.558,3162.875,155388,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",3,rls_index,1,,,4978.558,30.426,21528,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",6,rls_index,1,,,4978.558,2168.754,152684,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",10,rls_index,1,,,4978.558,30.391,43556,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",11,rls_index,1,,,4978.558,30.386,24752,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",13,rls_index,1,,,4978.558,30.542,41392,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",22,rls_index,1,,,4978.558,30.384,42472,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",1,ours,1,,,2408.880,2711.646,336432,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",3,ours,1,,,2408.880,1747.835,265912,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",6,ours,1,,,2408.880,1838.298,314972,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",10,ours,1,,,2408.880,1747.779,247928,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",11,ours,1,,,2408.880,1235.834,152044,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",13,ours,1,,,2408.880,1175.492,122320,true
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",22,ours,1,,,2408.880,1175.502,121248,true
tpch1,S_A,"1,2,3,4,5",1,rls_index,1,,,49727.923,1747.312,174868,true
tpch1,S_A,"1,2,3,4,5",3,rls_index,1,,,49727.923,1295.652,175492,true
tpch1,S_A,"1,2,3,4,5",6,rls_index,1,,,49727.923,632.966,149288,true
tpch1,S_A,"1,2,3,4,5",10,rls_index,1,,,49727.923,1448.728,189880,true
tpch1,S_A,"1,2,3,4,5",11,rls_index,1,,,49727.923,294.687,29500,true
tpch1,S_A,"1,2,3,4,5",13,rls_index,1,,,49727.923,1054.489,79068,true
tpch1,S_A,"1,2,3,4,5",22,rls_index,1,,,49727.923,331.744,66376,true
tpch1,S_A,"1,2,3,4,5",1,ours,1,,,12227.637,3404.079,624908,true
tpch1,S_A,"1,2,3,4,5",3,ours,1,,,12227.637,3163.268,626408,true
tpch1,S_A,"1,2,3,4,5",6,ours,1,,,12227.637,3012.577,625140,true
tpch1,S_A,"1,2,3,4,5",10,ours,1,,,12227.637,3257.500,622636,true
tpch1,S_A,"1,2,3,4,5",11,ours,1,,,12227.637,294.684,33716,true
tpch1,S_A,"1,2,3,4,5",13,ours,1,,,12227.637,1054.729,155424,true
tpch1,S_A,"1,2,3,4,5",22,ours,1,,,12227.637,331.772,142056,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",1,rls_index,1,,,50773.019,1747.283,174284,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",3,rls_index,1,,,50773.019,60.684,42704,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",6,rls_index,1,,,50773.019,632.831,149240,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",10,rls_index,1,,,50773.019,1325.530,190356,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",11,rls_index,1,,,50773.019,293.986,29556,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",13,rls_index,1,,,50773.019,30.458,57032,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",22,rls_index,1,,,50773.019,30.468,56936,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",1,ours,1,,,12775.950,3434.348,624664,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",3,ours,1,,,12775.950,3133.200,648052,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",6,ours,1,,,12775.950,3012.714,625076,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",10,ours,1,,,12775.950,3163.212,644396,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",11,ours,1,,,12775.950,296.042,37568,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",13,ours,1,,,12775.950,663.271,147544,true
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",22,ours,1,,,12775.950,663.224,146060,true
tpch1,S_C,"11,12,13,14,15",1,rls_index,1,,,21719.611,15180.871,156092,true
tpch1,S_C,"11,12,13,14,15",3,rls_index,1,,,21719.611,1807.960,151668,true
tpch1,S_C,"11,12,13,14,15",6,rls_index,1,,,21719.611,7139.003,150776,true
tpch1,S_C,"11,12,13,14,15",10,rls_index,1,,,21719.611,5278.784,161196,true
tpch1,S_C,"11,12,13,14,15",11,rls_index,1,,,21719.611,294.936,29584,true
tpch1,S_C,"11,12,13,14,15",13,rls_index,1,,,21719.611,8012.318,163528,true
tpch1,S_C,"11,12,13,14,15",22,rls_index,1,,,21719.611,1114.778,151824,true
tpch1,S_C,"11,12,13,14,15",1,ours,1,,,8550.020,1928.329,685372,true
tpch1,S_C,"11,12,13,14,15",3,ours,1,,,8550.020,1928.499,685976,true
tpch1,S_C,"11,12,13,14,15",6,ours,1,,,8550.020,1928.432,685044,true
tpch1,S_C,"11,12,13,14,15",10,ours,1,,,8550.020,2349.985,708924,true
tpch1,S_C,"11,12,13,14,15",11,ours,1,,,8550.020,271.958,38092,true
tpch1,S_C,"11,12,13,14,15",13,ours,1,,,8550.020,482.447,198752,true
tpch1,S_C,"11,12,13,14,15",22,ours,1,,,8550.020,512.968,204640,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",1,rls_index,1,,,46339.198,34275.979,153288,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",3,rls_index,1,,,46339.198,1837.794,154504,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",6,rls_index,1,,,46339.198,19276.138,153196,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",10,rls_index,1,,,46339.198,5572.729,163712,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",11,rls_index,1,,,46339.198,30.686,18540,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",13,rls_index,1,,,46339.198,7982.363,163124,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",22,rls_index,1,,,46339.198,1114.771,151628,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",1,ours,1,,,17818.310,7259.889,1213732,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",3,ours,1,,,17818.310,7290.162,1213200,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",6,ours,1,,,17818.310,7199.933,1213776,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",10,ours,1,,,17818.310,7018.968,1213976,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",11,ours,1,,,17818.310,709.969,73224,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",13,ours,1,,,17818.310,482.683,198360,true
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",22,ours,1,,,17818.310,512.816,199112,true
tpch1,S_E,"21,22,23,24,25",1,rls_index,1,,,39172.376,4698.672,27368,true
tpch1,S_E,"21,22,23,24,25",3,rls_index,1,,,39172.376,1786.877,81196,true
tpch1,S_E,"21,22,23,24,25",6,rls_index,1,,,39172.376,1235.019,29920,true
tpch1,S_E,"21,22,23,24,25",10,rls_index,1,,,39172.376,1478.927,177684,true
tpch1,S_E,"21,22,23,24,25",11,rls_index,1,,,39172.376,30.612,19524,true
tpch1,S_E,"21,22,23,24,25",13,rls_index,1,,,39172.376,1054.458,82228,true
tpch1,S_E,"21,22,23,24,25",22,rls_index,1,,,39172.376,331.668,69008,true
tpch1,S_E,"21,22,23,24,25",1,ours,1,,,8016.529,7499.594,471724,true
tpch1,S_E,"21,22,23,24,25",3,ours,1,,,8016.529,3375.834,469636,true
tpch1,S_E,"21,22,23,24,25",6,ours,1,,,8016.529,1747.508,465312,true
tpch1,S_E,"21,22,23,24,25",10,ours,1,,,8016.529,2529.109,471524,true
tpch1,S_E,"21,22,23,24,25",11,ours,1,,,8016.529,714.542,52020,true
tpch1,S_E,"21,22,23,24,25",13,ours,1,,,8016.529,1054.629,87724,true
tpch1,S_E,"21,22,23,24,25",22,ours,1,,,8016.529,331.839,74836,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",1,rls_index,1,,,57967.167,24127.540,155740,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",3,rls_index,1,,,57967.167,120.825,93648,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",6,rls_index,1,,,57967.167,35936.724,149660,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",10,rls_index,1,,,57967.167,120.714,146664,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",11,rls_index,1,,,57967.167,30.647,22264,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",13,rls_index,1,,,57967.167,211.016,147296,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",22,rls_index,1,,,57967.167,120.847,134788,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",1,ours,1,,,27588.040,14819.695,1769508,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",3,ours,1,,,27588.040,10650.319,1639100,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",6,ours,1,,,27588.040,7259.800,1378652,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",10,ours,1,,,27588.040,9649.880,1571608,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",11,ours,1,,,27588.040,2915.259,762872,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",13,ours,1,,,27588.040,1476.438,102172,true
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",22,ours,1,,,27588.040,693.419,100800,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",1,rls_index,1,,,58123.570,46356.682,158196,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",3,rls_index,1,,,58123.570,30.719,21436,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",6,rls_index,1,,,58123.570,31717.171,152600,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",10,rls_index,1,,,58123.570,30.395,130076,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",11,rls_index,1,,,58123.570,30.666,24232,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",13,rls_index,1,,,58123.570,30.412,131128,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",22,rls_index,1,,,58123.570,30.486,131044,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",1,ours,1,,,27280.597,29066.602,2010520,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",3,ours,1,,,27280.597,19277.993,2011180,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",6,ours,1,,,27280.597,20031.340,1773472,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",10,ours,1,,,27280.597,19247.441,1809504,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",11,ours,1,,,27280.597,12580.209,854912,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",13,ours,1,,,27280.597,11596.977,831464,true
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",22,ours,1,,,27280.597,11626.926,829952,true
