db,baseline,policy_set,policy_ids,query_id,status,error_type,error_msg,hot_ms,peak_rss_kb,rows,gt_rows,match_gt,cmp_mode,cmp_first_diff_idx,cmp_first_ours,cmp_first_gt,cmp_rows_file_ours,cmp_rows_file_gt,setup_ms,disk_bytes,parallelism_off_verified,scan_mode,scan_mode_reason,allow_density,allow_page_density,policy_eval_ms_total,artifact_load_ms,artifact_bytes_read,allow_build_ms,executor_init_ms_ours,custom_scan_total_ms,custom_scan_overhead_ms,non_customscan_exec_ms,cf_exec_child_next_calls_total,cf_exec_rows_seen_total,cf_exec_rows_pass_total,cf_exec_rows_reject_total,cf_exec_allow_lookup_total,cf_exec_allow_lookup_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,tid_count,tid_fetch_calls,tid_fetch_ms,tid_heap_pages_touched,tid_blocks_touched,tid_offsets_total,tid_pages_read_ms,tid_tuple_extract_ms,tid_heap_fetch_ms,tid_slot_store_ms,tid_visibility_ms,decode_ms,hub_ms,stamp_ms,propagate_ms,sig_ms,project_allowset_ms,prop_build_arcs_ms,prop_ac_ms,prop_scc_ms,prop_context_lookup_ms,prop_context_build_ms,prop_witness_ms,prop_cmp_ms,prop_bin_catalog_ms,prop_base_active_bins_ms,table_bin_catalog_cache_hits,table_bin_catalog_cache_misses,sat_ms,sat_sid_count,sat_check_calls,sat_assumptions_total,sat_avg_assumptions,sat_unique_assignments,sat_cache_hits,sat_nogood_prunes,sat_nogoods_added,sat_subsumed_dropped,sat_core_terms_total,sat_core_terms_max,sat_avg_core_terms,sat_models_total,terms_total,single_hub_ms,two_hop_ms,cmp_summary_build_ms,cmp_checks_total,bin_eval_ms_total,single_table_bin_fastpath_used,bin_ops_total,bins_touched_total,allow_cache_hit,allow_cache_miss,allow_cache_build_ms,proj_sig_count,proj_mask_or_ops,proj_rid_iters
tpch0_1,rls_index,S_B,"1,2,3,4,5,6,7,8,9,10",1,1,,,120.795,128632,2,2,TRUE,canonical_multiset,,,,,,4373.781,77275136,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_B,"1,2,3,4,5,6,7,8,9,10",3,1,,,30.449,29236,0,0,TRUE,canonical_multiset,,,,,,4373.781,77275136,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_B,"1,2,3,4,5,6,7,8,9,10",6,1,,,60.530,127128,1,1,TRUE,canonical_multiset,,,,,,4373.781,77275136,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_B,"1,2,3,4,5,6,7,8,9,10",11,1,,,30.486,43152,2753,2753,TRUE,canonical_multiset,,,,,,4373.781,77275136,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_B,"1,2,3,4,5,6,7,8,9,10",13,1,,,30.408,28952,0,0,TRUE,canonical_multiset,,,,,,4373.781,77275136,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,ours,S_B,"1,2,3,4,5,6,7,8,9,10",1,1,,,301.871,198064,2,2,TRUE,canonical_multiset,,,,,,1206.932,10378913,true,FILTER,dense_allow_set,0.067008,0.961122,0,0,0,0,0,0,0,301.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,ours,S_B,"1,2,3,4,5,6,7,8,9,10",3,1,,,30.953,109848,0,0,TRUE,canonical_multiset,,,,,,1206.932,10378913,true,,,,,0,0,0,0,0,0,0,30.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0,0,0
tpch0_1,ours,S_B,"1,2,3,4,5,6,7,8,9,10",6,1,,,121.097,197988,1,1,TRUE,canonical_multiset,,,,,,1206.932,10378913,true,FILTER,dense_allow_set,0.067008,0.961122,0,0,0,0,0,0,0,121.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,ours,S_B,"1,2,3,4,5,6,7,8,9,10",11,1,,,30.768,51040,2753,2753,TRUE,canonical_multiset,,,,,,1206.932,10378913,true,,,,,0,0,0,0,0,0,0,30.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpch0_1,ours,S_B,"1,2,3,4,5,6,7,8,9,10",13,1,,,30.703,48900,0,0,TRUE,canonical_multiset,,,,,,1206.932,10378913,true,EMPTY,sat_no_allowed_sid,0.000000,0.000000,0,0,0,0,0,0,0,30.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,rls_index,S_C,"11,12,13,14,15",1,1,,,1355.717,146784,4,4,TRUE,canonical_multiset,,,,,,1897.721,28426240,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_C,"11,12,13,14,15",3,1,,,150.766,116748,39,39,TRUE,canonical_multiset,,,,,,1897.721,28426240,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_C,"11,12,13,14,15",6,1,,,692.983,145156,1,1,TRUE,canonical_multiset,,,,,,1897.721,28426240,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_C,"11,12,13,14,15",11,1,,,30.658,37524,2753,2753,TRUE,canonical_multiset,,,,,,1897.721,28426240,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_C,"11,12,13,14,15",13,1,,,602.601,83188,23,23,TRUE,canonical_multiset,,,,,,1897.721,28426240,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,ours,S_C,"11,12,13,14,15",1,1,,,271.692,287564,4,4,TRUE,canonical_multiset,,,,,,823.652,10597814,true,FILTER,dense_allow_set,0.032954,0.629860,0,0,0,0,0,0,0,271.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0,0,0
tpch0_1,ours,S_C,"11,12,13,14,15",3,1,,,211.427,298680,39,39,TRUE,canonical_multiset,,,,,,823.652,10597814,true,FILTER,dense_allow_set,0.032954|0.093747,0.629860|0.996938,0,0,0,0,0,0,0,211.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0,0,0
tpch0_1,ours,S_C,"11,12,13,14,15",6,1,,,91.032,284340,1,1,TRUE,canonical_multiset,,,,,,823.652,10597814,true,FILTER,dense_allow_set,0.032954,0.629860,0,0,0,0,0,0,0,91.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0,0,0
tpch0_1,ours,S_C,"11,12,13,14,15",11,1,,,30.809,54776,2753,2753,TRUE,canonical_multiset,,,,,,823.652,10597814,true,,,,,0,0,0,0,0,0,0,30.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpch0_1,ours,S_C,"11,12,13,14,15",13,1,,,90.919,120076,23,23,TRUE,canonical_multiset,,,,,,823.652,10597814,true,FILTER,dense_allow_set,0.093747,0.996938,0,0,0,0,0,0,0,90.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,rls_index,S_D,"11,12,13,14,15,16,17,18,19,20",1,1,,,3102.569,149164,4,4,TRUE,canonical_multiset,,,,,,3989.049,73252864,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_D,"11,12,13,14,15,16,17,18,19,20",3,1,,,150.910,120432,0,0,TRUE,canonical_multiset,,,,,,3989.049,73252864,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_D,"11,12,13,14,15,16,17,18,19,20",6,1,,,1777.236,151512,1,1,TRUE,canonical_multiset,,,,,,3989.049,73252864,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_D,"11,12,13,14,15,16,17,18,19,20",11,1,,,30.347,21648,0,0,TRUE,canonical_multiset,,,,,,3989.049,73252864,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_D,"11,12,13,14,15,16,17,18,19,20",13,1,,,602.604,85216,23,23,TRUE,canonical_multiset,,,,,,3989.049,73252864,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,ours,S_D,"11,12,13,14,15,16,17,18,19,20",1,1,,,31.198,323456,4,4,TRUE,canonical_multiset,,,,,,1583.581,17433677,true,TID,sparse_allow_set,0.002964,0.129061,0,0,0,0,0,0,0,31.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0,0,0
tpch0_1,ours,S_D,"11,12,13,14,15,16,17,18,19,20",3,1,,,91.408,353860,0,0,TRUE,canonical_multiset,,,,,,1583.581,17433677,true,FILTER|TID,dense_allow_set|sparse_allow_set,0.002964|0.093747,0.129061|0.996938,0,0,0,0,0,0,0,91.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0,0,0
tpch0_1,ours,S_D,"11,12,13,14,15,16,17,18,19,20",6,1,,,31.202,323100,1,1,TRUE,canonical_multiset,,,,,,1583.581,17433677,true,TID,sparse_allow_set,0.002964,0.129061,0,0,0,0,0,0,0,31.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0,0,0
tpch0_1,ours,S_D,"11,12,13,14,15,16,17,18,19,20",11,1,,,30.922,31664,0,0,TRUE,canonical_multiset,,,,,,1583.581,17433677,true,,,,,0,0,0,0,0,0,0,30.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.282,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,ours,S_D,"11,12,13,14,15,16,17,18,19,20",13,1,,,121.247,120980,23,23,TRUE,canonical_multiset,,,,,,1583.581,17433677,true,FILTER,dense_allow_set,0.093747,0.996938,0,0,0,0,0,0,0,121.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,rls_index,S_E,"21,22,23,24,25",1,1,,,482.133,128132,4,4,TRUE,canonical_multiset,,,,,,3362.735,60514304,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_E,"21,22,23,24,25",3,1,,,151.005,145096,1061,1061,TRUE,canonical_multiset,,,,,,3362.735,60514304,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_E,"21,22,23,24,25",6,1,,,150.862,136264,1,1,TRUE,canonical_multiset,,,,,,3362.735,60514304,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_E,"21,22,23,24,25",11,1,,,30.475,21744,0,0,TRUE,canonical_multiset,,,,,,3362.735,60514304,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_E,"21,22,23,24,25",13,1,,,90.575,77780,37,37,TRUE,canonical_multiset,,,,,,3362.735,60514304,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,ours,S_E,"21,22,23,24,25",1,1,,,663.019,187720,4,4,TRUE,canonical_multiset,,,,,,843.830,10611702,true,FILTER,dense_allow_set,0.586354,1.000000,0,0,0,0,0,0,0,663.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,ours,S_E,"21,22,23,24,25",3,1,,,241.475,197848,1061,1061,TRUE,canonical_multiset,,,,,,843.830,10611702,true,FILTER,dense_allow_set,0.586354,1.000000,0,0,0,0,0,0,0,241.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,ours,S_E,"21,22,23,24,25",6,1,,,90.878,187100,1,1,TRUE,canonical_multiset,,,,,,843.830,10611702,true,FILTER,dense_allow_set,0.586354,1.000000,0,0,0,0,0,0,0,90.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,ours,S_E,"21,22,23,24,25",11,1,,,30.661,41580,0,0,TRUE,canonical_multiset,,,,,,843.830,10611702,true,,,,,0,0,0,0,0,0,0,30.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0,0,0
tpch0_1,ours,S_E,"21,22,23,24,25",13,1,,,90.726,85748,37,37,TRUE,canonical_multiset,,,,,,843.830,10611702,true,,,,,0,0,0,0,0,0,0,90.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpch0_1,rls_index,S_F,"21,22,23,24,25,26,27,28,29,30",1,1,,,1717.198,156208,4,4,TRUE,canonical_multiset,,,,,,4932.165,108052480,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_F,"21,22,23,24,25,26,27,28,29,30",3,1,,,30.525,72452,0,0,TRUE,canonical_multiset,,,,,,4932.165,108052480,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_F,"21,22,23,24,25,26,27,28,29,30",6,1,,,1205.211,150128,1,1,TRUE,canonical_multiset,,,,,,4932.165,108052480,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_F,"21,22,23,24,25,26,27,28,29,30",11,1,,,30.362,20712,0,0,TRUE,canonical_multiset,,,,,,4932.165,108052480,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_F,"21,22,23,24,25,26,27,28,29,30",13,1,,,30.497,75436,1,1,TRUE,canonical_multiset,,,,,,4932.165,108052480,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,ours,S_F,"21,22,23,24,25,26,27,28,29,30",1,1,,,693.384,366992,4,4,TRUE,canonical_multiset,,,,,,2388.928,24559179,true,FILTER,dense_allow_set,0.586354,1.000000,0,0,0,0,0,0,0,693.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0,0,0
