db,policy_set,policy_ids,query_id,status,error_type,error_msg,hub_ms,stamp_ms,propagate_ms,bin_ms,sig_ms,sat_ms,decode_ms,filter_ms,policy_profile_query_line,policy_profile_line
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",13,1,,,0.268,0.000,0.001,0.174,12.129,28.679,2.800,0.018,policy_profile_query: artifact_parse_ms=0.260 decode_ms=2.800 build_hubs_ms=0.009 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=12.129 sat_ms=28.679 project_allowset_ms=0.174 hub_ms=0.268 stamp_ms=0.000 propagate_ms=0.001 bin_ms=0.174 sig_ms=12.129,policy_profile: scan_filter_ms=0.018 filter_ms=0.018
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",22,1,,,0.269,0.000,0.001,0.177,12.247,28.863,2.794,0.014,policy_profile_query: artifact_parse_ms=0.260 decode_ms=2.794 build_hubs_ms=0.009 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=12.247 sat_ms=28.863 project_allowset_ms=0.177 hub_ms=0.269 stamp_ms=0.000 propagate_ms=0.001 bin_ms=0.177 sig_ms=12.247,policy_profile: scan_filter_ms=0.014 filter_ms=0.014
tpch1,S_C,"11,12,13,14,15",1,1,,,753.922,0.000,399.207,8.716,245.212,3.788,126.004,0.000,policy_profile_query: artifact_parse_ms=14.717 decode_ms=126.004 build_hubs_ms=739.204 composite_stamp_ms=0.000 build_context_ms=399.207 signature_build_ms=245.212 sat_ms=3.788 project_allowset_ms=8.716 hub_ms=753.922 stamp_ms=0.000 propagate_ms=399.207 bin_ms=8.716 sig_ms=245.212,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",3,1,,,744.223,0.000,370.630,8.747,244.742,3.655,94.161,0.000,policy_profile_query: artifact_parse_ms=14.601 decode_ms=94.161 build_hubs_ms=729.622 composite_stamp_ms=0.000 build_context_ms=370.630 signature_build_ms=244.742 sat_ms=3.655 project_allowset_ms=8.747 hub_ms=744.223 stamp_ms=0.000 propagate_ms=370.630 bin_ms=8.747 sig_ms=244.742,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",6,1,,,750.995,0.000,405.154,8.748,245.500,3.793,124.696,0.000,policy_profile_query: artifact_parse_ms=14.589 decode_ms=124.696 build_hubs_ms=736.406 composite_stamp_ms=0.000 build_context_ms=405.154 signature_build_ms=245.500 sat_ms=3.793 project_allowset_ms=8.748 hub_ms=750.995 stamp_ms=0.000 propagate_ms=405.154 bin_ms=8.748 sig_ms=245.500,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",10,1,,,787.900,0.000,362.215,8.713,234.241,3.757,93.337,0.000,policy_profile_query: artifact_parse_ms=14.595 decode_ms=93.337 build_hubs_ms=773.306 composite_stamp_ms=0.000 build_context_ms=362.215 signature_build_ms=234.241 sat_ms=3.757 project_allowset_ms=8.713 hub_ms=787.900 stamp_ms=0.000 propagate_ms=362.215 bin_ms=8.713 sig_ms=234.241,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",11,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",13,1,,,54.837,0.000,145.072,1.744,46.414,1.891,17.985,0.026,policy_profile_query: artifact_parse_ms=2.801 decode_ms=17.985 build_hubs_ms=52.035 composite_stamp_ms=0.000 build_context_ms=145.072 signature_build_ms=46.414 sat_ms=1.891 project_allowset_ms=1.744 hub_ms=54.837 stamp_ms=0.000 propagate_ms=145.072 bin_ms=1.744 sig_ms=46.414,policy_profile: scan_filter_ms=0.026 filter_ms=0.026
tpch1,S_C,"11,12,13,14,15",22,1,,,56.056,0.000,143.522,1.741,47.546,2.092,14.877,0.037,policy_profile_query: artifact_parse_ms=2.783 decode_ms=14.877 build_hubs_ms=53.272 composite_stamp_ms=0.000 build_context_ms=143.522 signature_build_ms=47.546 sat_ms=2.092 project_allowset_ms=1.741 hub_ms=56.056 stamp_ms=0.000 propagate_ms=143.522 bin_ms=1.741 sig_ms=47.546,policy_profile: scan_filter_ms=0.037 filter_ms=0.037
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",1,1,,,1721.014,835.765,2817.351,8.717,506.333,245.411,175.970,0.000,policy_profile_query: artifact_parse_ms=17.302 decode_ms=175.970 build_hubs_ms=1703.712 composite_stamp_ms=835.765 build_context_ms=2817.351 signature_build_ms=506.333 sat_ms=245.411 project_allowset_ms=8.717 hub_ms=1721.014 stamp_ms=835.765 propagate_ms=2817.351 bin_ms=8.717 sig_ms=506.333,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",3,1,,,1739.781,846.989,2826.404,8.757,507.264,245.576,177.494,0.000,policy_profile_query: artifact_parse_ms=17.017 decode_ms=177.494 build_hubs_ms=1722.763 composite_stamp_ms=846.989 build_context_ms=2826.404 signature_build_ms=507.264 sat_ms=245.576 project_allowset_ms=8.757 hub_ms=1739.781 stamp_ms=846.989 propagate_ms=2826.404 bin_ms=8.757 sig_ms=507.264,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",6,1,,,1886.810,836.115,2746.397,8.730,496.880,255.236,178.283,0.000,policy_profile_query: artifact_parse_ms=17.098 decode_ms=178.283 build_hubs_ms=1869.712 composite_stamp_ms=836.115 build_context_ms=2746.397 signature_build_ms=496.880 sat_ms=255.236 project_allowset_ms=8.730 hub_ms=1886.810 stamp_ms=836.115 propagate_ms=2746.397 bin_ms=8.730 sig_ms=496.880,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",10,1,,,1783.511,843.162,2757.398,8.739,474.589,247.401,179.652,0.000,policy_profile_query: artifact_parse_ms=16.427 decode_ms=179.652 build_hubs_ms=1767.084 composite_stamp_ms=843.162 build_context_ms=2757.398 signature_build_ms=474.589 sat_ms=247.401 project_allowset_ms=8.739 hub_ms=1783.511 stamp_ms=843.162 propagate_ms=2757.398 bin_ms=8.739 sig_ms=474.589,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",11,1,,,2.476,0.000,0.000,0.000,0.000,0.000,0.000,452.278,policy_profile_query: artifact_parse_ms=2.476 decode_ms=0.000 build_hubs_ms=0.000 composite_stamp_ms=0.000 build_context_ms=0.000 signature_build_ms=0.000 sat_ms=0.000 project_allowset_ms=0.000 hub_ms=2.476 stamp_ms=0.000 propagate_ms=0.000 bin_ms=0.000 sig_ms=0.000,policy_profile: scan_filter_ms=452.278 filter_ms=452.278
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",13,1,,,54.969,0.000,145.958,1.745,46.874,1.879,17.853,0.028,policy_profile_query: artifact_parse_ms=2.848 decode_ms=17.853 build_hubs_ms=52.121 composite_stamp_ms=0.000 build_context_ms=145.958 signature_build_ms=46.874 sat_ms=1.879 project_allowset_ms=1.745 hub_ms=54.969 stamp_ms=0.000 propagate_ms=145.958 bin_ms=1.745 sig_ms=46.874,policy_profile: scan_filter_ms=0.028 filter_ms=0.028
tpch1,S_D,"11,12,13,14,15,16,17,18,19,20",22,1,,,55.944,0.000,141.062,1.744,47.046,2.007,14.051,0.035,policy_profile_query: artifact_parse_ms=2.786 decode_ms=14.051 build_hubs_ms=53.159 composite_stamp_ms=0.000 build_context_ms=141.062 signature_build_ms=47.046 sat_ms=2.007 project_allowset_ms=1.744 hub_ms=55.944 stamp_ms=0.000 propagate_ms=141.062 bin_ms=1.744 sig_ms=47.046,policy_profile: scan_filter_ms=0.035 filter_ms=0.035
tpch1,S_E,"21,22,23,24,25",1,1,,,43.118,0.000,0.001,56.282,229.175,1.982,114.739,3175.292,policy_profile_query: artifact_parse_ms=11.173 decode_ms=114.739 build_hubs_ms=31.946 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=229.175 sat_ms=1.982 project_allowset_ms=56.282 hub_ms=43.118 stamp_ms=0.000 propagate_ms=0.001 bin_ms=56.282 sig_ms=229.175,policy_profile: scan_filter_ms=3175.292 filter_ms=3175.292
tpch1,S_E,"21,22,23,24,25",3,1,,,52.740,0.000,0.002,55.759,226.480,2.032,114.729,1906.214,policy_profile_query: artifact_parse_ms=11.405 decode_ms=114.729 build_hubs_ms=41.336 composite_stamp_ms=0.000 build_context_ms=0.002 signature_build_ms=226.480 sat_ms=2.032 project_allowset_ms=55.759 hub_ms=52.740 stamp_ms=0.000 propagate_ms=0.002 bin_ms=55.759 sig_ms=226.480,policy_profile: scan_filter_ms=1906.214 filter_ms=1906.214
tpch1,S_E,"21,22,23,24,25",6,1,,,233.136,0.000,0.001,56.046,227.646,1.937,114.746,820.441,policy_profile_query: artifact_parse_ms=11.273 decode_ms=114.746 build_hubs_ms=221.862 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=227.646 sat_ms=1.937 project_allowset_ms=56.046 hub_ms=233.136 stamp_ms=0.000 propagate_ms=0.001 bin_ms=56.046 sig_ms=227.646,policy_profile: scan_filter_ms=820.441 filter_ms=820.441
tpch1,S_E,"21,22,23,24,25",10,1,,,54.766,0.000,0.001,56.372,226.356,1.972,114.036,1255.626,policy_profile_query: artifact_parse_ms=11.629 decode_ms=114.036 build_hubs_ms=43.137 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=226.356 sat_ms=1.972 project_allowset_ms=56.372 hub_ms=54.766 stamp_ms=0.000 propagate_ms=0.001 bin_ms=56.372 sig_ms=226.356,policy_profile: scan_filter_ms=1255.626 filter_ms=1255.626
tpch1,S_E,"21,22,23,24,25",11,1,,,1.275,0.000,0.001,0.078,0.135,1.121,0.212,461.601,policy_profile_query: artifact_parse_ms=1.271 decode_ms=0.212 build_hubs_ms=0.004 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=0.135 sat_ms=1.121 project_allowset_ms=0.078 hub_ms=1.275 stamp_ms=0.000 propagate_ms=0.001 bin_ms=0.078 sig_ms=0.135,policy_profile: scan_filter_ms=461.601 filter_ms=461.601
tpch1,S_E,"21,22,23,24,25",13,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_E,"21,22,23,24,25",22,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",1,1,,,1641.726,834.261,1799.226,52.682,1275.150,8.559,318.851,3244.595,policy_profile_query: artifact_parse_ms=15.857 decode_ms=318.851 build_hubs_ms=1625.869 composite_stamp_ms=834.261 build_context_ms=1799.226 signature_build_ms=1275.150 sat_ms=8.559 project_allowset_ms=52.682 hub_ms=1641.726 stamp_ms=834.261 propagate_ms=1799.226 bin_ms=52.682 sig_ms=1275.150,policy_profile: scan_filter_ms=3244.595 filter_ms=3244.595
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",3,1,,,1665.805,847.067,1934.293,53.310,1324.046,13.921,307.918,2229.131,policy_profile_query: artifact_parse_ms=16.284 decode_ms=307.918 build_hubs_ms=1649.521 composite_stamp_ms=847.067 build_context_ms=1934.293 signature_build_ms=1324.046 sat_ms=13.921 project_allowset_ms=53.310 hub_ms=1665.805 stamp_ms=847.067 propagate_ms=1934.293 bin_ms=53.310 sig_ms=1324.046,policy_profile: scan_filter_ms=2229.131 filter_ms=2229.131
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",6,1,,,1935.356,855.139,1560.572,55.689,1103.900,12.281,287.793,826.192,policy_profile_query: artifact_parse_ms=16.173 decode_ms=287.793 build_hubs_ms=1919.183 composite_stamp_ms=855.139 build_context_ms=1560.572 signature_build_ms=1103.900 sat_ms=12.281 project_allowset_ms=55.689 hub_ms=1935.356 stamp_ms=855.139 propagate_ms=1560.572 bin_ms=55.689 sig_ms=1103.900,policy_profile: scan_filter_ms=826.192 filter_ms=826.192
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",10,1,,,1669.258,853.249,1813.014,52.922,1412.167,10.818,289.433,1460.148,policy_profile_query: artifact_parse_ms=16.357 decode_ms=289.433 build_hubs_ms=1652.901 composite_stamp_ms=853.249 build_context_ms=1813.014 signature_build_ms=1412.167 sat_ms=10.818 project_allowset_ms=52.922 hub_ms=1669.258 stamp_ms=853.249 propagate_ms=1813.014 bin_ms=52.922 sig_ms=1412.167,policy_profile: scan_filter_ms=1460.148 filter_ms=1460.148
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",11,1,,,1199.128,0.000,708.574,0.078,0.602,1.188,1.826,464.333,policy_profile_query: artifact_parse_ms=1.734 decode_ms=1.826 build_hubs_ms=1197.394 composite_stamp_ms=0.000 build_context_ms=708.574 signature_build_ms=0.602 sat_ms=1.188 project_allowset_ms=0.078 hub_ms=1199.128 stamp_ms=0.000 propagate_ms=708.574 bin_ms=0.078 sig_ms=0.602,policy_profile: scan_filter_ms=464.333 filter_ms=464.333
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",13,1,,,4.418,0.000,0.000,0.000,0.000,0.000,0.000,744.806,policy_profile_query: artifact_parse_ms=4.418 decode_ms=0.000 build_hubs_ms=0.000 composite_stamp_ms=0.000 build_context_ms=0.000 signature_build_ms=0.000 sat_ms=0.000 project_allowset_ms=0.000 hub_ms=4.418 stamp_ms=0.000 propagate_ms=0.000 bin_ms=0.000 sig_ms=0.000,policy_profile: scan_filter_ms=744.806 filter_ms=744.806
tpch1,S_F,"21,22,23,24,25,26,27,28,29,30",22,1,,,4.870,0.000,0.000,0.000,0.000,0.000,0.000,367.958,policy_profile_query: artifact_parse_ms=4.870 decode_ms=0.000 build_hubs_ms=0.000 composite_stamp_ms=0.000 build_context_ms=0.000 signature_build_ms=0.000 sat_ms=0.000 project_allowset_ms=0.000 hub_ms=4.870 stamp_ms=0.000 propagate_ms=0.000 bin_ms=0.000 sig_ms=0.000,policy_profile: scan_filter_ms=367.958 filter_ms=367.958
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",1,1,,,1684.388,853.074,1152.265,20.717,1521.255,338.043,295.193,3718.936,policy_profile_query: artifact_parse_ms=15.887 decode_ms=295.193 build_hubs_ms=1668.500 composite_stamp_ms=853.074 build_context_ms=1152.265 signature_build_ms=1521.255 sat_ms=338.043 project_allowset_ms=20.717 hub_ms=1684.388 stamp_ms=853.074 propagate_ms=1152.265 bin_ms=20.717 sig_ms=1521.255,policy_profile: scan_filter_ms=3718.936 filter_ms=3718.936
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",3,1,,,1678.956,854.308,1149.643,21.228,1511.973,338.107,277.227,0.000,policy_profile_query: artifact_parse_ms=16.264 decode_ms=277.227 build_hubs_ms=1662.691 composite_stamp_ms=854.308 build_context_ms=1149.643 signature_build_ms=1511.973 sat_ms=338.107 project_allowset_ms=21.228 hub_ms=1678.956 stamp_ms=854.308 propagate_ms=1149.643 bin_ms=21.228 sig_ms=1511.973,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",6,1,,,1846.594,832.713,1125.243,37.061,1633.080,581.193,252.110,837.425,policy_profile_query: artifact_parse_ms=15.929 decode_ms=252.110 build_hubs_ms=1830.665 composite_stamp_ms=832.713 build_context_ms=1125.243 signature_build_ms=1633.080 sat_ms=581.193 project_allowset_ms=37.061 hub_ms=1846.594 stamp_ms=832.713 propagate_ms=1125.243 bin_ms=37.061 sig_ms=1633.080,policy_profile: scan_filter_ms=837.425 filter_ms=837.425
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",10,1,,,1700.980,843.875,1157.099,28.229,1727.552,477.020,286.387,0.000,policy_profile_query: artifact_parse_ms=15.909 decode_ms=286.387 build_hubs_ms=1685.071 composite_stamp_ms=843.875 build_context_ms=1157.099 signature_build_ms=1727.552 sat_ms=477.020 project_allowset_ms=28.229 hub_ms=1700.980 stamp_ms=843.875 propagate_ms=1157.099 bin_ms=28.229 sig_ms=1727.552,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",11,1,,,319.724,0.000,672.178,0.251,12.855,30.108,3.851,463.923,policy_profile_query: artifact_parse_ms=1.618 decode_ms=3.851 build_hubs_ms=318.106 composite_stamp_ms=0.000 build_context_ms=672.178 signature_build_ms=12.855 sat_ms=30.108 project_allowset_ms=0.251 hub_ms=319.724 stamp_ms=0.000 propagate_ms=672.178 bin_ms=0.251 sig_ms=12.855,policy_profile: scan_filter_ms=463.923 filter_ms=463.923
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",13,1,,,381.462,0.000,50.365,1.919,56.221,30.473,15.913,0.028,policy_profile_query: artifact_parse_ms=2.973 decode_ms=15.913 build_hubs_ms=378.489 composite_stamp_ms=0.000 build_context_ms=50.365 signature_build_ms=56.221 sat_ms=30.473 project_allowset_ms=1.919 hub_ms=381.462 stamp_ms=0.000 propagate_ms=50.365 bin_ms=1.919 sig_ms=56.221,policy_profile: scan_filter_ms=0.028 filter_ms=0.028
tpch1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",22,1,,,380.578,0.000,51.407,1.917,56.660,30.356,16.119,0.014,policy_profile_query: artifact_parse_ms=3.007 decode_ms=16.119 build_hubs_ms=377.572 composite_stamp_ms=0.000 build_context_ms=51.407 signature_build_ms=56.660 sat_ms=30.356 project_allowset_ms=1.917 hub_ms=380.578 stamp_ms=0.000 propagate_ms=51.407 bin_ms=1.917 sig_ms=56.660,policy_profile: scan_filter_ms=0.014 filter_ms=0.014
